222.45858693122864 seconds
Escort Starting Position: (1, 1.667)
VIP Starting Position: None
VIP Goal Position: (10, 4.5)
1,1.667
0.667,3.156
1.265,3.583
1.89,3.983
1.958,4.027
2.633,4.454
2.883,4.558
4.162,5.369
5.111,5.933
5.299,6.069
5.738,6.308
6.2,6.562
6.569,6.764
6.61,6.844
6.939,7.033
6.61,6.844
6.569,6.764
6.681,6.653
6.889,6.444
6.756,6.178
6.7,6.067
6.51,5.402
5.996,4.925
5.997,4.444
6.0,3.82
6.4,3.575
6.0,3.292
